Level_0,Index,States(US),Date,Humidity level,Sun rise,TemperatureC,Windspeed in Kmph,Year
15600,15600,United States Virgin Islands,2020-03-15,75,6,15,12.0,2019
15601,15601,Utah,2020-03-15,75,6,15,12.0,2019
15602,15602,Vermont,2020-03-15,75,6,15,12.0,2019
15603,15603,Virgin Islands,2020-03-15,75,6,15,12.0,2019
15604,15604,Virginia,2020-03-15,75,6,15,12.0,2019
15605,15605,Washington,2020-03-15,75,6,15,12.0,2019
15606,15606,West Virginia,2020-03-15,75,6,15,12.0,2019
15607,15607,Wisconsin,2020-03-15,75,6,15,12.0,2019
15608,15608,Wyoming,2020-03-15,75,6,15,12.0,2019
15609,15609,Alabama,2020-03-16,72,6,13,8.0,2019
15610,15610,Alaska,2020-03-16,72,6,13,8.0,2019
15611,15611,Arizona,2020-03-16,72,6,13,8.0,2019
15612,15612,Arkansas,2020-03-16,72,6,13,8.0,2019
15613,15613,California,2020-03-16,72,6,13,8.0,2019
15614,15614,Colorado,2020-03-16,72,6,13,8.0,2019
15615,15615,Connecticut,2020-03-16,72,6,13,8.0,2019
15616,15616,Delaware,2020-03-16,72,6,13,8.0,2019
15617,15617,Diamond Princess,2020-03-16,72,6,13,8.0,2019
15618,15618,District of Columbia,2020-03-16,72,6,13,8.0,2019
15619,15619,Florida,2020-03-16,72,6,13,8.0,2019
15620,15620,Georgia,2020-03-16,72,6,13,8.0,2019
15621,15621,Grand Princess,2020-03-16,72,6,13,8.0,2019
15622,15622,Guam,2020-03-16,72,6,13,8.0,2019
15623,15623,Hawaii,2020-03-16,72,6,13,8.0,2019
15624,15624,Idaho,2020-03-16,72,6,13,8.0,2019
15625,15625,Illinois,2020-03-16,72,6,13,8.0,2019
15626,15626,Indiana,2020-03-16,72,6,13,8.0,2019
15627,15627,Iowa,2020-03-16,72,6,13,8.0,2019
15628,15628,Kansas,2020-03-16,72,6,13,8.0,2019
15629,15629,Kentucky,2020-03-16,72,6,13,8.0,2019
15630,15630,Louisiana,2020-03-16,72,6,13,8.0,2019
15631,15631,Maine,2020-03-16,72,6,13,8.0,2019
15632,15632,Maryland,2020-03-16,72,6,13,8.0,2019
15633,15633,Massachusetts,2020-03-16,72,6,13,8.0,2019
15634,15634,Michigan,2020-03-16,72,6,13,8.0,2019
15635,15635,Minnesota,2020-03-16,72,6,13,8.0,2019
15636,15636,Mississippi,2020-03-16,72,6,13,8.0,2019
15637,15637,Missouri,2020-03-16,72,6,13,8.0,2019
15638,15638,Montana,2020-03-16,72,6,13,8.0,2019
15639,15639,Nebraska,2020-03-16,72,6,13,8.0,2019
15640,15640,Nevada,2020-03-16,72,6,13,8.0,2019
15641,15641,New Hampshire,2020-03-16,72,6,13,8.0,2019
15642,15642,New Jersey,2020-03-16,72,6,13,8.0,2019
15643,15643,New Mexico,2020-03-16,72,6,13,8.0,2019
15644,15644,New York,2020-03-16,72,6,13,8.0,2019
15645,15645,North Carolina,2020-03-16,72,6,13,8.0,2019
15646,15646,North Dakota,2020-03-16,72,6,13,8.0,2019
15647,15647,Ohio,2020-03-16,72,6,13,8.0,2019
15648,15648,Oklahoma,2020-03-16,72,6,13,8.0,2019
15649,15649,Oregon,2020-03-16,72,6,13,8.0,2019
15650,15650,Pennsylvania,2020-03-16,72,6,13,8.0,2019
15651,15651,Puerto Rico,2020-03-16,72,6,13,8.0,2019
15652,15652,Rhode Island,2020-03-16,72,6,13,8.0,2019
15653,15653,South Carolina,2020-03-16,72,6,13,8.0,2019
15654,15654,South Dakota,2020-03-16,72,6,13,8.0,2019
15655,15655,Tennessee,2020-03-16,72,6,13,8.0,2019
15656,15656,Texas,2020-03-16,72,6,13,8.0,2019
15657,15657,US,2020-03-16,72,6,13,8.0,2019
15658,15658,United States Virgin Islands,2020-03-16,72,6,13,8.0,2019
15659,15659,Utah,2020-03-16,72,6,13,8.0,2019
15660,15660,Vermont,2020-03-16,72,6,13,8.0,2019
15661,15661,Virgin Islands,2020-03-16,72,6,13,8.0,2019
15662,15662,Virginia,2020-03-16,72,6,13,8.0,2019
15663,15663,Washington,2020-03-16,72,6,13,8.0,2019
15664,15664,West Virginia,2020-03-16,72,6,13,8.0,2019
15665,15665,Wisconsin,2020-03-16,72,6,13,8.0,2019
15666,15666,Wyoming,2020-03-16,72,6,13,8.0,2019
15667,15667,Alabama,2020-03-17,88,6,16,5.0,2019
15668,15668,Alaska,2020-03-17,88,6,16,5.0,2019
15669,15669,Arizona,2020-03-17,88,6,16,5.0,2019
15670,15670,Arkansas,2020-03-17,88,6,16,5.0,2019
15671,15671,California,2020-03-17,88,6,16,5.0,2019
15672,15672,Colorado,2020-03-17,88,6,16,5.0,2019
15673,15673,Connecticut,2020-03-17,88,6,16,5.0,2019
15674,15674,Delaware,2020-03-17,88,6,16,5.0,2019
15675,15675,Diamond Princess,2020-03-17,88,6,16,5.0,2019
15676,15676,District of Columbia,2020-03-17,88,6,16,5.0,2019
15677,15677,Florida,2020-03-17,88,6,16,5.0,2019
15678,15678,Georgia,2020-03-17,88,6,16,5.0,2019
15679,15679,Grand Princess,2020-03-17,88,6,16,5.0,2019
15680,15680,Guam,2020-03-17,88,6,16,5.0,2019
15681,15681,Hawaii,2020-03-17,88,6,16,5.0,2019
15682,15682,Idaho,2020-03-17,88,6,16,5.0,2019
15683,15683,Illinois,2020-03-17,88,6,16,5.0,2019
15684,15684,Indiana,2020-03-17,88,6,16,5.0,2019
15685,15685,Iowa,2020-03-17,88,6,16,5.0,2019
15686,15686,Kansas,2020-03-17,88,6,16,5.0,2019
15687,15687,Kentucky,2020-03-17,88,6,16,5.0,2019
15688,15688,Louisiana,2020-03-17,88,6,16,5.0,2019
15689,15689,Maine,2020-03-17,88,6,16,5.0,2019
15690,15690,Maryland,2020-03-17,88,6,16,5.0,2019
15691,15691,Massachusetts,2020-03-17,88,6,16,5.0,2019
15692,15692,Michigan,2020-03-17,88,6,16,5.0,2019
15693,15693,Minnesota,2020-03-17,88,6,16,5.0,2019
15694,15694,Mississippi,2020-03-17,88,6,16,5.0,2019
15695,15695,Missouri,2020-03-17,88,6,16,5.0,2019
15696,15696,Montana,2020-03-17,88,6,16,5.0,2019
15697,15697,Nebraska,2020-03-17,88,6,16,5.0,2019
15698,15698,Nevada,2020-03-17,88,6,16,5.0,2019
15699,15699,New Hampshire,2020-03-17,88,6,16,5.0,2019
15700,15700,New Jersey,2020-03-17,88,6,16,5.0,2019
15701,15701,New Mexico,2020-03-17,88,6,16,5.0,2019
15702,15702,New York,2020-03-17,88,6,16,5.0,2019
15703,15703,North Carolina,2020-03-17,88,6,16,5.0,2019
15704,15704,North Dakota,2020-03-17,88,6,16,5.0,2019
15705,15705,Ohio,2020-03-17,88,6,16,5.0,2019
15706,15706,Oklahoma,2020-03-17,88,6,16,5.0,2019
15707,15707,Oregon,2020-03-17,88,6,16,5.0,2019
15708,15708,Pennsylvania,2020-03-17,88,6,16,5.0,2019
15709,15709,Puerto Rico,2020-03-17,88,6,16,5.0,2019
15710,15710,Rhode Island,2020-03-17,88,6,16,5.0,2019
15711,15711,South Carolina,2020-03-17,88,6,16,5.0,2019
15712,15712,South Dakota,2020-03-17,88,6,16,5.0,2019
15713,15713,Tennessee,2020-03-17,88,6,16,5.0,2019
15714,15714,Texas,2020-03-17,88,6,16,5.0,2019
15715,15715,US,2020-03-17,88,6,16,5.0,2019
15716,15716,United States Virgin Islands,2020-03-17,88,6,16,5.0,2019
15717,15717,Utah,2020-03-17,88,6,16,5.0,2019
15718,15718,Vermont,2020-03-17,88,6,16,5.0,2019
15719,15719,Virgin Islands,2020-03-17,88,6,16,5.0,2019
15720,15720,Virginia,2020-03-17,88,6,16,5.0,2019
15721,15721,Washington,2020-03-17,88,6,16,5.0,2019
15722,15722,West Virginia,2020-03-17,88,6,16,5.0,2019
15723,15723,Wisconsin,2020-03-17,88,6,16,5.0,2019
15724,15724,Wyoming,2020-03-17,88,6,16,5.0,2019
15725,15725,Alabama,2020-03-18,84,6,17,9.0,2019
15726,15726,Alaska,2020-03-18,84,6,17,9.0,2019
15727,15727,Arizona,2020-03-18,84,6,17,9.0,2019
15728,15728,Arkansas,2020-03-18,84,6,17,9.0,2019
15729,15729,California,2020-03-18,84,6,17,9.0,2019
15730,15730,Colorado,2020-03-18,84,6,17,9.0,2019
15731,15731,Connecticut,2020-03-18,84,6,17,9.0,2019
15732,15732,Delaware,2020-03-18,84,6,17,9.0,2019
15733,15733,Diamond Princess,2020-03-18,84,6,17,9.0,2019
15734,15734,District of Columbia,2020-03-18,84,6,17,9.0,2019
15735,15735,Florida,2020-03-18,84,6,17,9.0,2019
15736,15736,Georgia,2020-03-18,84,6,17,9.0,2019
15737,15737,Grand Princess,2020-03-18,84,6,17,9.0,2019
15738,15738,Guam,2020-03-18,84,6,17,9.0,2019
15739,15739,Hawaii,2020-03-18,84,6,17,9.0,2019
15740,15740,Idaho,2020-03-18,84,6,17,9.0,2019
15741,15741,Illinois,2020-03-18,84,6,17,9.0,2019
15742,15742,Indiana,2020-03-18,84,6,17,9.0,2019
15743,15743,Iowa,2020-03-18,84,6,17,9.0,2019
15744,15744,Kansas,2020-03-18,84,6,17,9.0,2019
15745,15745,Kentucky,2020-03-18,84,6,17,9.0,2019
15746,15746,Louisiana,2020-03-18,84,6,17,9.0,2019
15747,15747,Maine,2020-03-18,84,6,17,9.0,2019
15748,15748,Maryland,2020-03-18,84,6,17,9.0,2019
15749,15749,Massachusetts,2020-03-18,84,6,17,9.0,2019
15750,15750,Michigan,2020-03-18,84,6,17,9.0,2019
15751,15751,Minnesota,2020-03-18,84,6,17,9.0,2019
15752,15752,Mississippi,2020-03-18,84,6,17,9.0,2019
15753,15753,Missouri,2020-03-18,84,6,17,9.0,2019
15754,15754,Montana,2020-03-18,84,6,17,9.0,2019
15755,15755,Nebraska,2020-03-18,84,6,17,9.0,2019
15756,15756,Nevada,2020-03-18,84,6,17,9.0,2019
15757,15757,New Hampshire,2020-03-18,84,6,17,9.0,2019
15758,15758,New Jersey,2020-03-18,84,6,17,9.0,2019
15759,15759,New Mexico,2020-03-18,84,6,17,9.0,2019
15760,15760,New York,2020-03-18,84,6,17,9.0,2019
15761,15761,North Carolina,2020-03-18,84,6,17,9.0,2019
15762,15762,North Dakota,2020-03-18,84,6,17,9.0,2019
15763,15763,Ohio,2020-03-18,84,6,17,9.0,2019
15764,15764,Oklahoma,2020-03-18,84,6,17,9.0,2019
15765,15765,Oregon,2020-03-18,84,6,17,9.0,2019
15766,15766,Pennsylvania,2020-03-18,84,6,17,9.0,2019
15767,15767,Puerto Rico,2020-03-18,84,6,17,9.0,2019
15768,15768,Rhode Island,2020-03-18,84,6,17,9.0,2019
15769,15769,South Carolina,2020-03-18,84,6,17,9.0,2019
15770,15770,South Dakota,2020-03-18,84,6,17,9.0,2019
15771,15771,Tennessee,2020-03-18,84,6,17,9.0,2019
15772,15772,Texas,2020-03-18,84,6,17,9.0,2019
15773,15773,US,2020-03-18,84,6,17,9.0,2019
15774,15774,United States Virgin Islands,2020-03-18,84,6,17,9.0,2019
15775,15775,Utah,2020-03-18,84,6,17,9.0,2019
15776,15776,Vermont,2020-03-18,84,6,17,9.0,2019
15777,15777,Virgin Islands,2020-03-18,84,6,17,9.0,2019
15778,15778,Virginia,2020-03-18,84,6,17,9.0,2019
15779,15779,Washington,2020-03-18,84,6,17,9.0,2019
15780,15780,West Virginia,2020-03-18,84,6,17,9.0,2019
15781,15781,Wisconsin,2020-03-18,84,6,17,9.0,2019
15782,15782,Wyoming,2020-03-18,84,6,17,9.0,2019
15783,15783,Alabama,2020-03-19,83,8,26,13.0,2019
15784,15784,Alaska,2020-03-19,83,8,26,13.0,2019
15785,15785,Arizona,2020-03-19,83,8,26,13.0,2019
15786,15786,Arkansas,2020-03-19,83,8,26,13.0,2019
15787,15787,California,2020-03-19,83,8,26,13.0,2019
15788,15788,Colorado,2020-03-19,83,8,26,13.0,2019
15789,15789,Connecticut,2020-03-19,83,8,26,13.0,2019
15790,15790,Delaware,2020-03-19,83,8,26,13.0,2019
15791,15791,Diamond Princess,2020-03-19,83,8,26,13.0,2019
15792,15792,District of Columbia,2020-03-19,83,8,26,13.0,2019
15793,15793,Florida,2020-03-19,83,8,26,13.0,2019
15794,15794,Georgia,2020-03-19,83,8,26,13.0,2019
15795,15795,Grand Princess,2020-03-19,83,8,26,13.0,2019
15796,15796,Guam,2020-03-19,83,8,26,13.0,2019
15797,15797,Hawaii,2020-03-19,83,8,26,13.0,2019
15798,15798,Idaho,2020-03-19,83,8,26,13.0,2019
15799,15799,Illinois,2020-03-19,83,8,26,13.0,2019
15800,15800,Indiana,2020-03-19,83,8,26,13.0,2019
15801,15801,Iowa,2020-03-19,83,8,26,13.0,2019
15802,15802,Kansas,2020-03-19,83,8,26,13.0,2019
15803,15803,Kentucky,2020-03-19,83,8,26,13.0,2019
15804,15804,Louisiana,2020-03-19,83,8,26,13.0,2019
15805,15805,Maine,2020-03-19,83,8,26,13.0,2019
15806,15806,Maryland,2020-03-19,83,8,26,13.0,2019
15807,15807,Massachusetts,2020-03-19,83,8,26,13.0,2019
15808,15808,Michigan,2020-03-19,83,8,26,13.0,2019
15809,15809,Minnesota,2020-03-19,83,8,26,13.0,2019
15810,15810,Mississippi,2020-03-19,83,8,26,13.0,2019
15811,15811,Missouri,2020-03-19,83,8,26,13.0,2019
15812,15812,Montana,2020-03-19,83,8,26,13.0,2019
15813,15813,Nebraska,2020-03-19,83,8,26,13.0,2019
15814,15814,Nevada,2020-03-19,83,8,26,13.0,2019
15815,15815,New Hampshire,2020-03-19,83,8,26,13.0,2019
15816,15816,New Jersey,2020-03-19,83,8,26,13.0,2019
15817,15817,New Mexico,2020-03-19,83,8,26,13.0,2019
15818,15818,New York,2020-03-19,83,8,26,13.0,2019
15819,15819,North Carolina,2020-03-19,83,8,26,13.0,2019
15820,15820,North Dakota,2020-03-19,83,8,26,13.0,2019
15821,15821,Ohio,2020-03-19,83,8,26,13.0,2019
15822,15822,Oklahoma,2020-03-19,83,8,26,13.0,2019
15823,15823,Oregon,2020-03-19,83,8,26,13.0,2019
15824,15824,Pennsylvania,2020-03-19,83,8,26,13.0,2019
15825,15825,Puerto Rico,2020-03-19,83,8,26,13.0,2019
15826,15826,Rhode Island,2020-03-19,83,8,26,13.0,2019
15827,15827,South Carolina,2020-03-19,83,8,26,13.0,2019
15828,15828,South Dakota,2020-03-19,83,8,26,13.0,2019
15829,15829,Tennessee,2020-03-19,83,8,26,13.0,2019
15830,15830,Texas,2020-03-19,83,8,26,13.0,2019
15831,15831,US,2020-03-19,83,8,26,13.0,2019
15832,15832,United States Virgin Islands,2020-03-19,83,8,26,13.0,2019
15833,15833,Utah,2020-03-19,83,8,26,13.0,2019
15834,15834,Vermont,2020-03-19,83,8,26,13.0,2019
15835,15835,Virgin Islands,2020-03-19,83,8,26,13.0,2019
15836,15836,Virginia,2020-03-19,83,8,26,13.0,2019
15837,15837,Washington,2020-03-19,83,8,26,13.0,2019
15838,15838,West Virginia,2020-03-19,83,8,26,13.0,2019
15839,15839,Wisconsin,2020-03-19,83,8,26,13.0,2019
15840,15840,Wyoming,2020-03-19,83,8,26,13.0,2019
15841,15841,Alabama,2020-03-20,74,11,26,18.0,2019
15842,15842,Alaska,2020-03-20,74,11,26,18.0,2019
15843,15843,Arizona,2020-03-20,74,11,26,18.0,2019
15844,15844,Arkansas,2020-03-20,74,11,26,18.0,2019
15845,15845,California,2020-03-20,74,11,26,18.0,2019
15846,15846,Colorado,2020-03-20,74,11,26,18.0,2019
15847,15847,Connecticut,2020-03-20,74,11,26,18.0,2019
15848,15848,Delaware,2020-03-20,74,11,26,18.0,2019
15849,15849,Diamond Princess,2020-03-20,74,11,26,18.0,2019
15850,15850,District of Columbia,2020-03-20,74,11,26,18.0,2019
15851,15851,Florida,2020-03-20,74,11,26,18.0,2019
15852,15852,Georgia,2020-03-20,74,11,26,18.0,2019
15853,15853,Grand Princess,2020-03-20,74,11,26,18.0,2019
15854,15854,Guam,2020-03-20,74,11,26,18.0,2019
15855,15855,Hawaii,2020-03-20,74,11,26,18.0,2019
15856,15856,Idaho,2020-03-20,74,11,26,18.0,2019
15857,15857,Illinois,2020-03-20,74,11,26,18.0,2019
15858,15858,Indiana,2020-03-20,74,11,26,18.0,2019
15859,15859,Iowa,2020-03-20,74,11,26,18.0,2019
15860,15860,Kansas,2020-03-20,74,11,26,18.0,2019
15861,15861,Kentucky,2020-03-20,74,11,26,18.0,2019
15862,15862,Louisiana,2020-03-20,74,11,26,18.0,2019
15863,15863,Maine,2020-03-20,74,11,26,18.0,2019
15864,15864,Maryland,2020-03-20,74,11,26,18.0,2019
15865,15865,Massachusetts,2020-03-20,74,11,26,18.0,2019
15866,15866,Michigan,2020-03-20,74,11,26,18.0,2019
15867,15867,Minnesota,2020-03-20,74,11,26,18.0,2019
15868,15868,Mississippi,2020-03-20,74,11,26,18.0,2019
15869,15869,Missouri,2020-03-20,74,11,26,18.0,2019
15870,15870,Montana,2020-03-20,74,11,26,18.0,2019
15871,15871,Nebraska,2020-03-20,74,11,26,18.0,2019
15872,15872,Nevada,2020-03-20,74,11,26,18.0,2019
15873,15873,New Hampshire,2020-03-20,74,11,26,18.0,2019
15874,15874,New Jersey,2020-03-20,74,11,26,18.0,2019
15875,15875,New Mexico,2020-03-20,74,11,26,18.0,2019
15876,15876,New York,2020-03-20,74,11,26,18.0,2019
15877,15877,North Carolina,2020-03-20,74,11,26,18.0,2019
15878,15878,North Dakota,2020-03-20,74,11,26,18.0,2019
15879,15879,Ohio,2020-03-20,74,11,26,18.0,2019
15880,15880,Oklahoma,2020-03-20,74,11,26,18.0,2019
15881,15881,Oregon,2020-03-20,74,11,26,18.0,2019
15882,15882,Pennsylvania,2020-03-20,74,11,26,18.0,2019
15883,15883,Puerto Rico,2020-03-20,74,11,26,18.0,2019
15884,15884,Rhode Island,2020-03-20,74,11,26,18.0,2019
15885,15885,South Carolina,2020-03-20,74,11,26,18.0,2019
15886,15886,South Dakota,2020-03-20,74,11,26,18.0,2019
15887,15887,Tennessee,2020-03-20,74,11,26,18.0,2019
15888,15888,Texas,2020-03-20,74,11,26,18.0,2019
15889,15889,US,2020-03-20,74,11,26,18.0,2019
15890,15890,United States Virgin Islands,2020-03-20,74,11,26,18.0,2019
15891,15891,Utah,2020-03-20,74,11,26,18.0,2019
15892,15892,Vermont,2020-03-20,74,11,26,18.0,2019
15893,15893,Virgin Islands,2020-03-20,74,11,26,18.0,2019
15894,15894,Virginia,2020-03-20,74,11,26,18.0,2019
15895,15895,Washington,2020-03-20,74,11,26,18.0,2019
15896,15896,West Virginia,2020-03-20,74,11,26,18.0,2019
15897,15897,Wisconsin,2020-03-20,74,11,26,18.0,2019
15898,15898,Wyoming,2020-03-20,74,11,26,18.0,2019
15899,15899,Alabama,2020-03-21,81,7,23,8.0,2019
15900,15900,Alaska,2020-03-21,81,7,23,8.0,2019
15901,15901,Arizona,2020-03-21,81,7,23,8.0,2019
15902,15902,Arkansas,2020-03-21,81,7,23,8.0,2019
15903,15903,California,2020-03-21,81,7,23,8.0,2019
15904,15904,Colorado,2020-03-21,81,7,23,8.0,2019
15905,15905,Connecticut,2020-03-21,81,7,23,8.0,2019
15906,15906,Delaware,2020-03-21,81,7,23,8.0,2019
15907,15907,Diamond Princess,2020-03-21,81,7,23,8.0,2019
15908,15908,District of Columbia,2020-03-21,81,7,23,8.0,2019
15909,15909,Florida,2020-03-21,81,7,23,8.0,2019
15910,15910,Georgia,2020-03-21,81,7,23,8.0,2019
15911,15911,Grand Princess,2020-03-21,81,7,23,8.0,2019
15912,15912,Guam,2020-03-21,81,7,23,8.0,2019
15913,15913,Hawaii,2020-03-21,81,7,23,8.0,2019
15914,15914,Idaho,2020-03-21,81,7,23,8.0,2019
15915,15915,Illinois,2020-03-21,81,7,23,8.0,2019
15916,15916,Indiana,2020-03-21,81,7,23,8.0,2019
15917,15917,Iowa,2020-03-21,81,7,23,8.0,2019
15918,15918,Kansas,2020-03-21,81,7,23,8.0,2019
15919,15919,Kentucky,2020-03-21,81,7,23,8.0,2019
15920,15920,Louisiana,2020-03-21,81,7,23,8.0,2019
15921,15921,Maine,2020-03-21,81,7,23,8.0,2019
15922,15922,Maryland,2020-03-21,81,7,23,8.0,2019
15923,15923,Massachusetts,2020-03-21,81,7,23,8.0,2019
15924,15924,Michigan,2020-03-21,81,7,23,8.0,2019
15925,15925,Minnesota,2020-03-21,81,7,23,8.0,2019
15926,15926,Mississippi,2020-03-21,81,7,23,8.0,2019
15927,15927,Missouri,2020-03-21,81,7,23,8.0,2019
15928,15928,Montana,2020-03-21,81,7,23,8.0,2019
15929,15929,Nebraska,2020-03-21,81,7,23,8.0,2019
15930,15930,Nevada,2020-03-21,81,7,23,8.0,2019
15931,15931,New Hampshire,2020-03-21,81,7,23,8.0,2019
15932,15932,New Jersey,2020-03-21,81,7,23,8.0,2019
15933,15933,New Mexico,2020-03-21,81,7,23,8.0,2019
15934,15934,New York,2020-03-21,81,7,23,8.0,2019
15935,15935,North Carolina,2020-03-21,81,7,23,8.0,2019
15936,15936,North Dakota,2020-03-21,81,7,23,8.0,2019
15937,15937,Ohio,2020-03-21,81,7,23,8.0,2019
15938,15938,Oklahoma,2020-03-21,81,7,23,8.0,2019
15939,15939,Oregon,2020-03-21,81,7,23,8.0,2019
15940,15940,Pennsylvania,2020-03-21,81,7,23,8.0,2019
15941,15941,Puerto Rico,2020-03-21,81,7,23,8.0,2019
15942,15942,Rhode Island,2020-03-21,81,7,23,8.0,2019
15943,15943,South Carolina,2020-03-21,81,7,23,8.0,2019
15944,15944,South Dakota,2020-03-21,81,7,23,8.0,2019
15945,15945,Tennessee,2020-03-21,81,7,23,8.0,2019
15946,15946,Texas,2020-03-21,81,7,23,8.0,2019
15947,15947,US,2020-03-21,81,7,23,8.0,2019
15948,15948,United States Virgin Islands,2020-03-21,81,7,23,8.0,2019
15949,15949,Utah,2020-03-21,81,7,23,8.0,2019
15950,15950,Vermont,2020-03-21,81,7,23,8.0,2019
15951,15951,Virgin Islands,2020-03-21,81,7,23,8.0,2019
15952,15952,Virginia,2020-03-21,81,7,23,8.0,2019
15953,15953,Washington,2020-03-21,81,7,23,8.0,2019
15954,15954,West Virginia,2020-03-21,81,7,23,8.0,2019
15955,15955,Wisconsin,2020-03-21,81,7,23,8.0,2019
15956,15956,Wyoming,2020-03-21,81,7,23,8.0,2019
