Level_0,Index,States(US),Date,Humidity level,Sun rise,TemperatureC,Windspeed in Kmph,Year
15158,15158,Guam,2020-03-08,54,10,15,8.0,2019
15159,15159,Hawaii,2020-03-08,54,10,15,8.0,2019
15160,15160,Idaho,2020-03-08,54,10,15,8.0,2019
15161,15161,Illinois,2020-03-08,54,10,15,8.0,2019
15162,15162,Indiana,2020-03-08,54,10,15,8.0,2019
15163,15163,Iowa,2020-03-08,54,10,15,8.0,2019
15164,15164,Kansas,2020-03-08,54,10,15,8.0,2019
15165,15165,Kentucky,2020-03-08,54,10,15,8.0,2019
15166,15166,Louisiana,2020-03-08,54,10,15,8.0,2019
15167,15167,Maine,2020-03-08,54,10,15,8.0,2019
15168,15168,Maryland,2020-03-08,54,10,15,8.0,2019
15169,15169,Massachusetts,2020-03-08,54,10,15,8.0,2019
15170,15170,Michigan,2020-03-08,54,10,15,8.0,2019
15171,15171,Minnesota,2020-03-08,54,10,15,8.0,2019
15172,15172,Mississippi,2020-03-08,54,10,15,8.0,2019
15173,15173,Missouri,2020-03-08,54,10,15,8.0,2019
15174,15174,Montana,2020-03-08,54,10,15,8.0,2019
15175,15175,Nebraska,2020-03-08,54,10,15,8.0,2019
15176,15176,Nevada,2020-03-08,54,10,15,8.0,2019
15177,15177,New Hampshire,2020-03-08,54,10,15,8.0,2019
15178,15178,New Jersey,2020-03-08,54,10,15,8.0,2019
15179,15179,New Mexico,2020-03-08,54,10,15,8.0,2019
15180,15180,New York,2020-03-08,54,10,15,8.0,2019
15181,15181,North Carolina,2020-03-08,54,10,15,8.0,2019
15182,15182,North Dakota,2020-03-08,54,10,15,8.0,2019
15183,15183,Ohio,2020-03-08,54,10,15,8.0,2019
15184,15184,Oklahoma,2020-03-08,54,10,15,8.0,2019
15185,15185,Oregon,2020-03-08,54,10,15,8.0,2019
15186,15186,Pennsylvania,2020-03-08,54,10,15,8.0,2019
15187,15187,Puerto Rico,2020-03-08,54,10,15,8.0,2019
15188,15188,Rhode Island,2020-03-08,54,10,15,8.0,2019
15189,15189,South Carolina,2020-03-08,54,10,15,8.0,2019
15190,15190,South Dakota,2020-03-08,54,10,15,8.0,2019
15191,15191,Tennessee,2020-03-08,54,10,15,8.0,2019
15192,15192,Texas,2020-03-08,54,10,15,8.0,2019
15193,15193,US,2020-03-08,54,10,15,8.0,2019
15194,15194,United States Virgin Islands,2020-03-08,54,10,15,8.0,2019
15195,15195,Utah,2020-03-08,54,10,15,8.0,2019
15196,15196,Vermont,2020-03-08,54,10,15,8.0,2019
15197,15197,Virgin Islands,2020-03-08,54,10,15,8.0,2019
15198,15198,Virginia,2020-03-08,54,10,15,8.0,2019
15199,15199,Washington,2020-03-08,54,10,15,8.0,2019
15200,15200,West Virginia,2020-03-08,54,10,15,8.0,2019
15201,15201,Wisconsin,2020-03-08,54,10,15,8.0,2019
15202,15202,Wyoming,2020-03-08,54,10,15,8.0,2019
15203,15203,Alabama,2020-03-09,65,8,18,13.0,2019
15204,15204,Alaska,2020-03-09,65,8,18,13.0,2019
15205,15205,Arizona,2020-03-09,65,8,18,13.0,2019
15206,15206,Arkansas,2020-03-09,65,8,18,13.0,2019
15207,15207,California,2020-03-09,65,8,18,13.0,2019
15208,15208,Colorado,2020-03-09,65,8,18,13.0,2019
15209,15209,Connecticut,2020-03-09,65,8,18,13.0,2019
15210,15210,Delaware,2020-03-09,65,8,18,13.0,2019
15211,15211,Diamond Princess,2020-03-09,65,8,18,13.0,2019
15212,15212,District of Columbia,2020-03-09,65,8,18,13.0,2019
15213,15213,Florida,2020-03-09,65,8,18,13.0,2019
15214,15214,Georgia,2020-03-09,65,8,18,13.0,2019
15215,15215,Grand Princess,2020-03-09,65,8,18,13.0,2019
15216,15216,Guam,2020-03-09,65,8,18,13.0,2019
15217,15217,Hawaii,2020-03-09,65,8,18,13.0,2019
15218,15218,Idaho,2020-03-09,65,8,18,13.0,2019
15219,15219,Illinois,2020-03-09,65,8,18,13.0,2019
15220,15220,Indiana,2020-03-09,65,8,18,13.0,2019
15221,15221,Iowa,2020-03-09,65,8,18,13.0,2019
15222,15222,Kansas,2020-03-09,65,8,18,13.0,2019
15223,15223,Kentucky,2020-03-09,65,8,18,13.0,2019
15224,15224,Louisiana,2020-03-09,65,8,18,13.0,2019
15225,15225,Maine,2020-03-09,65,8,18,13.0,2019
15226,15226,Maryland,2020-03-09,65,8,18,13.0,2019
15227,15227,Massachusetts,2020-03-09,65,8,18,13.0,2019
15228,15228,Michigan,2020-03-09,65,8,18,13.0,2019
15229,15229,Minnesota,2020-03-09,65,8,18,13.0,2019
15230,15230,Mississippi,2020-03-09,65,8,18,13.0,2019
15231,15231,Missouri,2020-03-09,65,8,18,13.0,2019
15232,15232,Montana,2020-03-09,65,8,18,13.0,2019
15233,15233,Nebraska,2020-03-09,65,8,18,13.0,2019
15234,15234,Nevada,2020-03-09,65,8,18,13.0,2019
15235,15235,New Hampshire,2020-03-09,65,8,18,13.0,2019
15236,15236,New Jersey,2020-03-09,65,8,18,13.0,2019
15237,15237,New Mexico,2020-03-09,65,8,18,13.0,2019
15238,15238,New York,2020-03-09,65,8,18,13.0,2019
15239,15239,North Carolina,2020-03-09,65,8,18,13.0,2019
15240,15240,North Dakota,2020-03-09,65,8,18,13.0,2019
15241,15241,Ohio,2020-03-09,65,8,18,13.0,2019
15242,15242,Oklahoma,2020-03-09,65,8,18,13.0,2019
15243,15243,Oregon,2020-03-09,65,8,18,13.0,2019
15244,15244,Pennsylvania,2020-03-09,65,8,18,13.0,2019
15245,15245,Puerto Rico,2020-03-09,65,8,18,13.0,2019
15246,15246,Rhode Island,2020-03-09,65,8,18,13.0,2019
15247,15247,South Carolina,2020-03-09,65,8,18,13.0,2019
15248,15248,South Dakota,2020-03-09,65,8,18,13.0,2019
15249,15249,Tennessee,2020-03-09,65,8,18,13.0,2019
15250,15250,Texas,2020-03-09,65,8,18,13.0,2019
15251,15251,US,2020-03-09,65,8,18,13.0,2019
15252,15252,United States Virgin Islands,2020-03-09,65,8,18,13.0,2019
15253,15253,Utah,2020-03-09,65,8,18,13.0,2019
15254,15254,Vermont,2020-03-09,65,8,18,13.0,2019
15255,15255,Virgin Islands,2020-03-09,65,8,18,13.0,2019
15256,15256,Virginia,2020-03-09,65,8,18,13.0,2019
15257,15257,Washington,2020-03-09,65,8,18,13.0,2019
15258,15258,West Virginia,2020-03-09,65,8,18,13.0,2019
15259,15259,Wisconsin,2020-03-09,65,8,18,13.0,2019
15260,15260,Wyoming,2020-03-09,65,8,18,13.0,2019
15261,15261,Alabama,2020-03-10,81,8,19,18.0,2019
15262,15262,Alaska,2020-03-10,81,8,19,18.0,2019
15263,15263,Arizona,2020-03-10,81,8,19,18.0,2019
15264,15264,Arkansas,2020-03-10,81,8,19,18.0,2019
15265,15265,California,2020-03-10,81,8,19,18.0,2019
15266,15266,Colorado,2020-03-10,81,8,19,18.0,2019
15267,15267,Connecticut,2020-03-10,81,8,19,18.0,2019
15268,15268,Delaware,2020-03-10,81,8,19,18.0,2019
15269,15269,Diamond Princess,2020-03-10,81,8,19,18.0,2019
15270,15270,District of Columbia,2020-03-10,81,8,19,18.0,2019
15271,15271,Florida,2020-03-10,81,8,19,18.0,2019
15272,15272,Georgia,2020-03-10,81,8,19,18.0,2019
15273,15273,Grand Princess,2020-03-10,81,8,19,18.0,2019
15274,15274,Guam,2020-03-10,81,8,19,18.0,2019
15275,15275,Hawaii,2020-03-10,81,8,19,18.0,2019
15276,15276,Idaho,2020-03-10,81,8,19,18.0,2019
15277,15277,Illinois,2020-03-10,81,8,19,18.0,2019
15278,15278,Indiana,2020-03-10,81,8,19,18.0,2019
15279,15279,Iowa,2020-03-10,81,8,19,18.0,2019
15280,15280,Kansas,2020-03-10,81,8,19,18.0,2019
15281,15281,Kentucky,2020-03-10,81,8,19,18.0,2019
15282,15282,Louisiana,2020-03-10,81,8,19,18.0,2019
15283,15283,Maine,2020-03-10,81,8,19,18.0,2019
15284,15284,Maryland,2020-03-10,81,8,19,18.0,2019
15285,15285,Massachusetts,2020-03-10,81,8,19,18.0,2019
15286,15286,Michigan,2020-03-10,81,8,19,18.0,2019
15287,15287,Minnesota,2020-03-10,81,8,19,18.0,2019
15288,15288,Mississippi,2020-03-10,81,8,19,18.0,2019
15289,15289,Missouri,2020-03-10,81,8,19,18.0,2019
15290,15290,Montana,2020-03-10,81,8,19,18.0,2019
15291,15291,Nebraska,2020-03-10,81,8,19,18.0,2019
15292,15292,Nevada,2020-03-10,81,8,19,18.0,2019
15293,15293,New Hampshire,2020-03-10,81,8,19,18.0,2019
15294,15294,New Jersey,2020-03-10,81,8,19,18.0,2019
15295,15295,New Mexico,2020-03-10,81,8,19,18.0,2019
15296,15296,New York,2020-03-10,81,8,19,18.0,2019
15297,15297,North Carolina,2020-03-10,81,8,19,18.0,2019
15298,15298,North Dakota,2020-03-10,81,8,19,18.0,2019
15299,15299,Ohio,2020-03-10,81,8,19,18.0,2019
15300,15300,Oklahoma,2020-03-10,81,8,19,18.0,2019
15301,15301,Oregon,2020-03-10,81,8,19,18.0,2019
15302,15302,Pennsylvania,2020-03-10,81,8,19,18.0,2019
15303,15303,Puerto Rico,2020-03-10,81,8,19,18.0,2019
15304,15304,Rhode Island,2020-03-10,81,8,19,18.0,2019
15305,15305,South Carolina,2020-03-10,81,8,19,18.0,2019
15306,15306,South Dakota,2020-03-10,81,8,19,18.0,2019
15307,15307,Tennessee,2020-03-10,81,8,19,18.0,2019
15308,15308,Texas,2020-03-10,81,8,19,18.0,2019
15309,15309,US,2020-03-10,81,8,19,18.0,2019
15310,15310,United States Virgin Islands,2020-03-10,81,8,19,18.0,2019
15311,15311,Utah,2020-03-10,81,8,19,18.0,2019
15312,15312,Vermont,2020-03-10,81,8,19,18.0,2019
15313,15313,Virgin Islands,2020-03-10,81,8,19,18.0,2019
15314,15314,Virginia,2020-03-10,81,8,19,18.0,2019
15315,15315,Washington,2020-03-10,81,8,19,18.0,2019
15316,15316,West Virginia,2020-03-10,81,8,19,18.0,2019
15317,15317,Wisconsin,2020-03-10,81,8,19,18.0,2019
15318,15318,Wyoming,2020-03-10,81,8,19,18.0,2019
15319,15319,Alabama,2020-03-11,78,10,22,12.0,2019
15320,15320,Alaska,2020-03-11,78,10,22,12.0,2019
15321,15321,Arizona,2020-03-11,78,10,22,12.0,2019
15322,15322,Arkansas,2020-03-11,78,10,22,12.0,2019
15323,15323,California,2020-03-11,78,10,22,12.0,2019
15324,15324,Colorado,2020-03-11,78,10,22,12.0,2019
15325,15325,Connecticut,2020-03-11,78,10,22,12.0,2019
15326,15326,Delaware,2020-03-11,78,10,22,12.0,2019
15327,15327,Diamond Princess,2020-03-11,78,10,22,12.0,2019
15328,15328,District of Columbia,2020-03-11,78,10,22,12.0,2019
15329,15329,Florida,2020-03-11,78,10,22,12.0,2019
15330,15330,Georgia,2020-03-11,78,10,22,12.0,2019
15331,15331,Grand Princess,2020-03-11,78,10,22,12.0,2019
15332,15332,Guam,2020-03-11,78,10,22,12.0,2019
15333,15333,Hawaii,2020-03-11,78,10,22,12.0,2019
15334,15334,Idaho,2020-03-11,78,10,22,12.0,2019
15335,15335,Illinois,2020-03-11,78,10,22,12.0,2019
15336,15336,Indiana,2020-03-11,78,10,22,12.0,2019
15337,15337,Iowa,2020-03-11,78,10,22,12.0,2019
15338,15338,Kansas,2020-03-11,78,10,22,12.0,2019
15339,15339,Kentucky,2020-03-11,78,10,22,12.0,2019
15340,15340,Louisiana,2020-03-11,78,10,22,12.0,2019
15341,15341,Maine,2020-03-11,78,10,22,12.0,2019
15342,15342,Maryland,2020-03-11,78,10,22,12.0,2019
15343,15343,Massachusetts,2020-03-11,78,10,22,12.0,2019
15344,15344,Michigan,2020-03-11,78,10,22,12.0,2019
15345,15345,Minnesota,2020-03-11,78,10,22,12.0,2019
15346,15346,Mississippi,2020-03-11,78,10,22,12.0,2019
15347,15347,Missouri,2020-03-11,78,10,22,12.0,2019
15348,15348,Montana,2020-03-11,78,10,22,12.0,2019
15349,15349,Nebraska,2020-03-11,78,10,22,12.0,2019
15350,15350,Nevada,2020-03-11,78,10,22,12.0,2019
15351,15351,New Hampshire,2020-03-11,78,10,22,12.0,2019
15352,15352,New Jersey,2020-03-11,78,10,22,12.0,2019
15353,15353,New Mexico,2020-03-11,78,10,22,12.0,2019
15354,15354,New York,2020-03-11,78,10,22,12.0,2019
15355,15355,North Carolina,2020-03-11,78,10,22,12.0,2019
15356,15356,North Dakota,2020-03-11,78,10,22,12.0,2019
15357,15357,Ohio,2020-03-11,78,10,22,12.0,2019
15358,15358,Oklahoma,2020-03-11,78,10,22,12.0,2019
15359,15359,Oregon,2020-03-11,78,10,22,12.0,2019
15360,15360,Pennsylvania,2020-03-11,78,10,22,12.0,2019
15361,15361,Puerto Rico,2020-03-11,78,10,22,12.0,2019
15362,15362,Rhode Island,2020-03-11,78,10,22,12.0,2019
15363,15363,South Carolina,2020-03-11,78,10,22,12.0,2019
15364,15364,South Dakota,2020-03-11,78,10,22,12.0,2019
15365,15365,Tennessee,2020-03-11,78,10,22,12.0,2019
15366,15366,Texas,2020-03-11,78,10,22,12.0,2019
15367,15367,US,2020-03-11,78,10,22,12.0,2019
15368,15368,United States Virgin Islands,2020-03-11,78,10,22,12.0,2019
15369,15369,Utah,2020-03-11,78,10,22,12.0,2019
15370,15370,Vermont,2020-03-11,78,10,22,12.0,2019
15371,15371,Virgin Islands,2020-03-11,78,10,22,12.0,2019
15372,15372,Virginia,2020-03-11,78,10,22,12.0,2019
15373,15373,Washington,2020-03-11,78,10,22,12.0,2019
15374,15374,West Virginia,2020-03-11,78,10,22,12.0,2019
15375,15375,Wisconsin,2020-03-11,78,10,22,12.0,2019
15376,15376,Wyoming,2020-03-11,78,10,22,12.0,2019
15377,15377,Alabama,2020-03-12,77,11,22,8.0,2019
15378,15378,Alaska,2020-03-12,77,11,22,8.0,2019
15379,15379,Arizona,2020-03-12,77,11,22,8.0,2019
15380,15380,Arkansas,2020-03-12,77,11,22,8.0,2019
15381,15381,California,2020-03-12,77,11,22,8.0,2019
15382,15382,Colorado,2020-03-12,77,11,22,8.0,2019
15383,15383,Connecticut,2020-03-12,77,11,22,8.0,2019
15384,15384,Delaware,2020-03-12,77,11,22,8.0,2019
15385,15385,Diamond Princess,2020-03-12,77,11,22,8.0,2019
15386,15386,District of Columbia,2020-03-12,77,11,22,8.0,2019
15387,15387,Florida,2020-03-12,77,11,22,8.0,2019
15388,15388,Georgia,2020-03-12,77,11,22,8.0,2019
15389,15389,Grand Princess,2020-03-12,77,11,22,8.0,2019
15390,15390,Guam,2020-03-12,77,11,22,8.0,2019
15391,15391,Hawaii,2020-03-12,77,11,22,8.0,2019
15392,15392,Idaho,2020-03-12,77,11,22,8.0,2019
15393,15393,Illinois,2020-03-12,77,11,22,8.0,2019
15394,15394,Indiana,2020-03-12,77,11,22,8.0,2019
15395,15395,Iowa,2020-03-12,77,11,22,8.0,2019
15396,15396,Kansas,2020-03-12,77,11,22,8.0,2019
15397,15397,Kentucky,2020-03-12,77,11,22,8.0,2019
15398,15398,Louisiana,2020-03-12,77,11,22,8.0,2019
15399,15399,Maine,2020-03-12,77,11,22,8.0,2019
15400,15400,Maryland,2020-03-12,77,11,22,8.0,2019
15401,15401,Massachusetts,2020-03-12,77,11,22,8.0,2019
15402,15402,Michigan,2020-03-12,77,11,22,8.0,2019
15403,15403,Minnesota,2020-03-12,77,11,22,8.0,2019
15404,15404,Mississippi,2020-03-12,77,11,22,8.0,2019
15405,15405,Missouri,2020-03-12,77,11,22,8.0,2019
15406,15406,Montana,2020-03-12,77,11,22,8.0,2019
15407,15407,Nebraska,2020-03-12,77,11,22,8.0,2019
15408,15408,Nevada,2020-03-12,77,11,22,8.0,2019
15409,15409,New Hampshire,2020-03-12,77,11,22,8.0,2019
15410,15410,New Jersey,2020-03-12,77,11,22,8.0,2019
15411,15411,New Mexico,2020-03-12,77,11,22,8.0,2019
15412,15412,New York,2020-03-12,77,11,22,8.0,2019
15413,15413,North Carolina,2020-03-12,77,11,22,8.0,2019
15414,15414,North Dakota,2020-03-12,77,11,22,8.0,2019
15415,15415,Ohio,2020-03-12,77,11,22,8.0,2019
15416,15416,Oklahoma,2020-03-12,77,11,22,8.0,2019
15417,15417,Oregon,2020-03-12,77,11,22,8.0,2019
15418,15418,Pennsylvania,2020-03-12,77,11,22,8.0,2019
15419,15419,Puerto Rico,2020-03-12,77,11,22,8.0,2019
15420,15420,Rhode Island,2020-03-12,77,11,22,8.0,2019
15421,15421,South Carolina,2020-03-12,77,11,22,8.0,2019
15422,15422,South Dakota,2020-03-12,77,11,22,8.0,2019
15423,15423,Tennessee,2020-03-12,77,11,22,8.0,2019
15424,15424,Texas,2020-03-12,77,11,22,8.0,2019
15425,15425,US,2020-03-12,77,11,22,8.0,2019
15426,15426,United States Virgin Islands,2020-03-12,77,11,22,8.0,2019
15427,15427,Utah,2020-03-12,77,11,22,8.0,2019
15428,15428,Vermont,2020-03-12,77,11,22,8.0,2019
15429,15429,Virgin Islands,2020-03-12,77,11,22,8.0,2019
15430,15430,Virginia,2020-03-12,77,11,22,8.0,2019
15431,15431,Washington,2020-03-12,77,11,22,8.0,2019
15432,15432,West Virginia,2020-03-12,77,11,22,8.0,2019
15433,15433,Wisconsin,2020-03-12,77,11,22,8.0,2019
15434,15434,Wyoming,2020-03-12,77,11,22,8.0,2019
15435,15435,Alabama,2020-03-13,76,8,22,15.0,2019
15436,15436,Alaska,2020-03-13,76,8,22,15.0,2019
15437,15437,Arizona,2020-03-13,76,8,22,15.0,2019
15438,15438,Arkansas,2020-03-13,76,8,22,15.0,2019
15439,15439,California,2020-03-13,76,8,22,15.0,2019
15440,15440,Colorado,2020-03-13,76,8,22,15.0,2019
15441,15441,Connecticut,2020-03-13,76,8,22,15.0,2019
15442,15442,Delaware,2020-03-13,76,8,22,15.0,2019
15443,15443,Diamond Princess,2020-03-13,76,8,22,15.0,2019
15444,15444,District of Columbia,2020-03-13,76,8,22,15.0,2019
15445,15445,Florida,2020-03-13,76,8,22,15.0,2019
15446,15446,Georgia,2020-03-13,76,8,22,15.0,2019
15447,15447,Grand Princess,2020-03-13,76,8,22,15.0,2019
15448,15448,Guam,2020-03-13,76,8,22,15.0,2019
15449,15449,Hawaii,2020-03-13,76,8,22,15.0,2019
15450,15450,Idaho,2020-03-13,76,8,22,15.0,2019
15451,15451,Illinois,2020-03-13,76,8,22,15.0,2019
15452,15452,Indiana,2020-03-13,76,8,22,15.0,2019
15453,15453,Iowa,2020-03-13,76,8,22,15.0,2019
15454,15454,Kansas,2020-03-13,76,8,22,15.0,2019
15455,15455,Kentucky,2020-03-13,76,8,22,15.0,2019
15456,15456,Louisiana,2020-03-13,76,8,22,15.0,2019
15457,15457,Maine,2020-03-13,76,8,22,15.0,2019
15458,15458,Maryland,2020-03-13,76,8,22,15.0,2019
15459,15459,Massachusetts,2020-03-13,76,8,22,15.0,2019
15460,15460,Michigan,2020-03-13,76,8,22,15.0,2019
15461,15461,Minnesota,2020-03-13,76,8,22,15.0,2019
15462,15462,Mississippi,2020-03-13,76,8,22,15.0,2019
15463,15463,Missouri,2020-03-13,76,8,22,15.0,2019
15464,15464,Montana,2020-03-13,76,8,22,15.0,2019
15465,15465,Nebraska,2020-03-13,76,8,22,15.0,2019
15466,15466,Nevada,2020-03-13,76,8,22,15.0,2019
15467,15467,New Hampshire,2020-03-13,76,8,22,15.0,2019
15468,15468,New Jersey,2020-03-13,76,8,22,15.0,2019
15469,15469,New Mexico,2020-03-13,76,8,22,15.0,2019
15470,15470,New York,2020-03-13,76,8,22,15.0,2019
15471,15471,North Carolina,2020-03-13,76,8,22,15.0,2019
15472,15472,North Dakota,2020-03-13,76,8,22,15.0,2019
15473,15473,Ohio,2020-03-13,76,8,22,15.0,2019
15474,15474,Oklahoma,2020-03-13,76,8,22,15.0,2019
15475,15475,Oregon,2020-03-13,76,8,22,15.0,2019
15476,15476,Pennsylvania,2020-03-13,76,8,22,15.0,2019
15477,15477,Puerto Rico,2020-03-13,76,8,22,15.0,2019
15478,15478,Rhode Island,2020-03-13,76,8,22,15.0,2019
15479,15479,South Carolina,2020-03-13,76,8,22,15.0,2019
15480,15480,South Dakota,2020-03-13,76,8,22,15.0,2019
15481,15481,Tennessee,2020-03-13,76,8,22,15.0,2019
15482,15482,Texas,2020-03-13,76,8,22,15.0,2019
15483,15483,US,2020-03-13,76,8,22,15.0,2019
15484,15484,United States Virgin Islands,2020-03-13,76,8,22,15.0,2019
15485,15485,Utah,2020-03-13,76,8,22,15.0,2019
15486,15486,Vermont,2020-03-13,76,8,22,15.0,2019
15487,15487,Virgin Islands,2020-03-13,76,8,22,15.0,2019
15488,15488,Virginia,2020-03-13,76,8,22,15.0,2019
15489,15489,Washington,2020-03-13,76,8,22,15.0,2019
15490,15490,West Virginia,2020-03-13,76,8,22,15.0,2019
15491,15491,Wisconsin,2020-03-13,76,8,22,15.0,2019
15492,15492,Wyoming,2020-03-13,76,8,22,15.0,2019
15493,15493,Alabama,2020-03-14,56,11,16,10.0,2019
15494,15494,Alaska,2020-03-14,56,11,16,10.0,2019
15495,15495,Arizona,2020-03-14,56,11,16,10.0,2019
15496,15496,Arkansas,2020-03-14,56,11,16,10.0,2019
15497,15497,California,2020-03-14,56,11,16,10.0,2019
15498,15498,Colorado,2020-03-14,56,11,16,10.0,2019
15499,15499,Connecticut,2020-03-14,56,11,16,10.0,2019
15500,15500,Delaware,2020-03-14,56,11,16,10.0,2019
15501,15501,Diamond Princess,2020-03-14,56,11,16,10.0,2019
15502,15502,District of Columbia,2020-03-14,56,11,16,10.0,2019
15503,15503,Florida,2020-03-14,56,11,16,10.0,2019
15504,15504,Georgia,2020-03-14,56,11,16,10.0,2019
15505,15505,Grand Princess,2020-03-14,56,11,16,10.0,2019
15506,15506,Guam,2020-03-14,56,11,16,10.0,2019
15507,15507,Hawaii,2020-03-14,56,11,16,10.0,2019
15508,15508,Idaho,2020-03-14,56,11,16,10.0,2019
15509,15509,Illinois,2020-03-14,56,11,16,10.0,2019
15510,15510,Indiana,2020-03-14,56,11,16,10.0,2019
15511,15511,Iowa,2020-03-14,56,11,16,10.0,2019
15512,15512,Kansas,2020-03-14,56,11,16,10.0,2019
15513,15513,Kentucky,2020-03-14,56,11,16,10.0,2019
15514,15514,Louisiana,2020-03-14,56,11,16,10.0,2019
15515,15515,Maine,2020-03-14,56,11,16,10.0,2019
15516,15516,Maryland,2020-03-14,56,11,16,10.0,2019
15517,15517,Massachusetts,2020-03-14,56,11,16,10.0,2019
15518,15518,Michigan,2020-03-14,56,11,16,10.0,2019
15519,15519,Minnesota,2020-03-14,56,11,16,10.0,2019
15520,15520,Mississippi,2020-03-14,56,11,16,10.0,2019
15521,15521,Missouri,2020-03-14,56,11,16,10.0,2019
15522,15522,Montana,2020-03-14,56,11,16,10.0,2019
15523,15523,Nebraska,2020-03-14,56,11,16,10.0,2019
15524,15524,Nevada,2020-03-14,56,11,16,10.0,2019
15525,15525,New Hampshire,2020-03-14,56,11,16,10.0,2019
15526,15526,New Jersey,2020-03-14,56,11,16,10.0,2019
15527,15527,New Mexico,2020-03-14,56,11,16,10.0,2019
15528,15528,New York,2020-03-14,56,11,16,10.0,2019
15529,15529,North Carolina,2020-03-14,56,11,16,10.0,2019
15530,15530,North Dakota,2020-03-14,56,11,16,10.0,2019
15531,15531,Ohio,2020-03-14,56,11,16,10.0,2019
15532,15532,Oklahoma,2020-03-14,56,11,16,10.0,2019
15533,15533,Oregon,2020-03-14,56,11,16,10.0,2019
15534,15534,Pennsylvania,2020-03-14,56,11,16,10.0,2019
15535,15535,Puerto Rico,2020-03-14,56,11,16,10.0,2019
15536,15536,Rhode Island,2020-03-14,56,11,16,10.0,2019
15537,15537,South Carolina,2020-03-14,56,11,16,10.0,2019
15538,15538,South Dakota,2020-03-14,56,11,16,10.0,2019
15539,15539,Tennessee,2020-03-14,56,11,16,10.0,2019
15540,15540,Texas,2020-03-14,56,11,16,10.0,2019
15541,15541,US,2020-03-14,56,11,16,10.0,2019
15542,15542,United States Virgin Islands,2020-03-14,56,11,16,10.0,2019
15543,15543,Utah,2020-03-14,56,11,16,10.0,2019
15544,15544,Vermont,2020-03-14,56,11,16,10.0,2019
15545,15545,Virgin Islands,2020-03-14,56,11,16,10.0,2019
15546,15546,Virginia,2020-03-14,56,11,16,10.0,2019
15547,15547,Washington,2020-03-14,56,11,16,10.0,2019
15548,15548,West Virginia,2020-03-14,56,11,16,10.0,2019
15549,15549,Wisconsin,2020-03-14,56,11,16,10.0,2019
15550,15550,Wyoming,2020-03-14,56,11,16,10.0,2019
15551,15551,Alabama,2020-03-15,75,6,15,12.0,2019
15552,15552,Alaska,2020-03-15,75,6,15,12.0,2019
15553,15553,Arizona,2020-03-15,75,6,15,12.0,2019
15554,15554,Arkansas,2020-03-15,75,6,15,12.0,2019
15555,15555,California,2020-03-15,75,6,15,12.0,2019
15556,15556,Colorado,2020-03-15,75,6,15,12.0,2019
15557,15557,Connecticut,2020-03-15,75,6,15,12.0,2019
15558,15558,Delaware,2020-03-15,75,6,15,12.0,2019
15559,15559,Diamond Princess,2020-03-15,75,6,15,12.0,2019
15560,15560,District of Columbia,2020-03-15,75,6,15,12.0,2019
15561,15561,Florida,2020-03-15,75,6,15,12.0,2019
15562,15562,Georgia,2020-03-15,75,6,15,12.0,2019
15563,15563,Grand Princess,2020-03-15,75,6,15,12.0,2019
15564,15564,Guam,2020-03-15,75,6,15,12.0,2019
15565,15565,Hawaii,2020-03-15,75,6,15,12.0,2019
15566,15566,Idaho,2020-03-15,75,6,15,12.0,2019
15567,15567,Illinois,2020-03-15,75,6,15,12.0,2019
15568,15568,Indiana,2020-03-15,75,6,15,12.0,2019
15569,15569,Iowa,2020-03-15,75,6,15,12.0,2019
15570,15570,Kansas,2020-03-15,75,6,15,12.0,2019
15571,15571,Kentucky,2020-03-15,75,6,15,12.0,2019
15572,15572,Louisiana,2020-03-15,75,6,15,12.0,2019
15573,15573,Maine,2020-03-15,75,6,15,12.0,2019
15574,15574,Maryland,2020-03-15,75,6,15,12.0,2019
15575,15575,Massachusetts,2020-03-15,75,6,15,12.0,2019
15576,15576,Michigan,2020-03-15,75,6,15,12.0,2019
15577,15577,Minnesota,2020-03-15,75,6,15,12.0,2019
15578,15578,Mississippi,2020-03-15,75,6,15,12.0,2019
15579,15579,Missouri,2020-03-15,75,6,15,12.0,2019
15580,15580,Montana,2020-03-15,75,6,15,12.0,2019
15581,15581,Nebraska,2020-03-15,75,6,15,12.0,2019
15582,15582,Nevada,2020-03-15,75,6,15,12.0,2019
15583,15583,New Hampshire,2020-03-15,75,6,15,12.0,2019
15584,15584,New Jersey,2020-03-15,75,6,15,12.0,2019
15585,15585,New Mexico,2020-03-15,75,6,15,12.0,2019
15586,15586,New York,2020-03-15,75,6,15,12.0,2019
15587,15587,North Carolina,2020-03-15,75,6,15,12.0,2019
15588,15588,North Dakota,2020-03-15,75,6,15,12.0,2019
15589,15589,Ohio,2020-03-15,75,6,15,12.0,2019
15590,15590,Oklahoma,2020-03-15,75,6,15,12.0,2019
15591,15591,Oregon,2020-03-15,75,6,15,12.0,2019
15592,15592,Pennsylvania,2020-03-15,75,6,15,12.0,2019
15593,15593,Puerto Rico,2020-03-15,75,6,15,12.0,2019
15594,15594,Rhode Island,2020-03-15,75,6,15,12.0,2019
15595,15595,South Carolina,2020-03-15,75,6,15,12.0,2019
15596,15596,South Dakota,2020-03-15,75,6,15,12.0,2019
15597,15597,Tennessee,2020-03-15,75,6,15,12.0,2019
15598,15598,Texas,2020-03-15,75,6,15,12.0,2019
15599,15599,US,2020-03-15,75,6,15,12.0,2019
